gene_id,gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,qvalue
ENSG00000159840,ZYX,-0.0924274908499489,6.69087387906578,-0.677797898653838,0.500049788835045,0.999530115671825,-5.08409251583323,0.999530115671825
ENSG00000159842,ABR,-0.017905471537345,7.66503348964117,-0.16372768573637,0.870399505480427,0.999530115671825,-5.24893230527736,0.999530115671825
ENSG00000159873,CCDC117,0.0519454980133149,5.44301693273004,0.559681918257162,0.577415523208863,0.999530115671825,-5.09749442213966,0.999530115671825
ENSG00000159882,ZNF230,0.110156670473212,3.08265009034902,1.17215308142175,0.244959642266565,0.999530115671825,-4.61048883898932,0.999530115671825
ENSG00000159884,CCDC107,0.171657662875503,0.897981975194944,1.3208425913034,0.190693483094775,0.999530115671825,-4.50443388083304,0.999530115671825
ENSG00000159885,ZNF222,-0.0412677842834297,3.1138745737567,-0.391978659753119,0.696219857997124,0.999530115671825,-4.93720328223324,0.999530115671825
ENSG00000159899,NPR2,0.0607301564721814,3.20663215217026,0.30727965143383,0.759508379798005,0.999530115671825,-4.95907015990161,0.999530115671825
ENSG00000159905,ZNF221,0.0275656982038548,4.3689158427721,0.3432380146406,0.732409269476041,0.999530115671825,-5.07434416752127,0.999530115671825
ENSG00000159915,ZNF233,0.13086490377463,3.26735749628313,0.8605446634539,0.392315936915297,0.999530115671825,-4.78738724379367,0.999530115671825
ENSG00000159917,ZNF235,0.116688328577342,3.90731474867679,1.09234080718336,0.278287340444074,0.999530115671825,-4.69734438559028,0.999530115671825
ENSG00000159921,GNE,-0.162177733413474,5.28987147077736,-2.60589593340988,0.0111072148951772,0.999530115671825,-2.92153903631778,0.999530115671825
ENSG00000159958,TNFRSF13C,0.304792878863021,0.288834278129921,1.71687849037021,0.0902560916041028,0.999530115671825,-4.31269380641728,0.999530115671825
ENSG00000160007,ARHGAP35,0.0152332175825372,8.4672071850043,0.190477065048869,0.849465815971463,0.999530115671825,-5.24212668974096,0.999530115671825
ENSG00000160014,CALM3,-0.0918413712153736,7.84710021060771,-0.927403702269477,0.356783451164856,0.999530115671825,-4.94099448039883,0.999530115671825
ENSG00000160049,DFFA,-0.0240487087037851,6.03485270427845,-0.446414391849897,0.656623858968345,0.999530115671825,-5.16542449368661,0.999530115671825
ENSG00000160050,CCDC28B,-0.0809010957756962,3.90205671277824,-1.05178501633431,0.296379138470895,0.999530115671825,-4.72138908819111,0.999530115671825
ENSG00000160051,IQCC,0.0666179521571459,3.19938491606091,0.603528226374841,0.548034442615154,0.999530115671825,-4.88409227524889,0.999530115671825
ENSG00000160055,TMEM234,-0.00626158233984997,3.60362563804777,-0.0703642373155747,0.944096811431448,0.999530115671825,-5.02093166809812,0.999530115671825
ENSG00000160058,BSDC1,-0.095551835504037,6.63268889017209,-1.11282989695632,0.269444935625868,0.999530115671825,-4.79870919655045,0.999530115671825
