cell_type,perturbagen,probe,probe_type,gene_symbol,entrez_id,median_rzs,direction
SZ_iPSC_NPC,niclosamide,220951_s_at,INF,A1CF,29974,2.2222525236455799,UP
SZ_iPSC_NPC,BMS-250904,217757_at,INF,A2M,2,2.1129019944079701,UP
SZ_iPSC_NPC,suloctidil,217757_at,INF,A2M,2,-3.6710240154377001,DOWN
SZ_iPSC_NPC,Vorinostat,219488_at,INF,A4GALT,53947,2.6529996615592202,UP
SZ_iPSC_NPC,budesonide,219488_at,INF,A4GALT,53947,2.2806133160000401,UP
SZ_iPSC_NPC,emetine,219488_at,INF,A4GALT,53947,-3.2914654477116398,DOWN
SZ_iPSC_NPC,suloctidil,219488_at,INF,A4GALT,53947,3.3489624446499802,UP
SZ_iPSC_NPC,Vorinostat,221131_at,INF,A4GNT,51146,-2.1455207921817601,DOWN
SZ_iPSC_NPC,suloctidil,221131_at,INF,A4GNT,51146,2.0748325715538298,UP
SZ_iPSC_NPC,celastrol,218075_at,INF,AAAS,8086,-5.6162987452115001,DOWN
SZ_iPSC_NPC,hydroquinine,218075_at,INF,AAAS,8086,-3.5804397760572302,DOWN
SZ_iPSC_NPC,methylbenzethonium chloride,218075_at,INF,AAAS,8086,-2.43271378506808,DOWN
SZ_iPSC_NPC,suloctidil,218075_at,INF,AAAS,8086,3.2565953207912401,UP
SZ_iPSC_NPC,celastrol,205969_at,INF,AADAC,13,3.1817402228094198,UP
SZ_iPSC_NPC,anisomycin,202851_at,INF,AAGAB,79719,3.4655052787674201,UP
SZ_iPSC_NPC,emetine,202851_at,INF,AAGAB,79719,4.0489225356263603,UP
SZ_iPSC_NPC,fendiline,202851_at,INF,AAGAB,79719,2.1038695831776,UP
SZ_iPSC_NPC,lycorine,202851_at,INF,AAGAB,79719,2.4538020745781801,UP
SZ_iPSC_NPC,suloctidil,202851_at,INF,AAGAB,79719,3.61068452920696,UP
SZ_iPSC_NPC,Nimodipine,214998_at,INF,AAK1,22848,3.19691456079914,UP
SZ_iPSC_NPC,Vorinostat,214998_at,INF,AAK1,22848,-2.2766472916303901,DOWN
SZ_iPSC_NPC,methylbenzethonium chloride,214998_at,INF,AAK1,22848,2.61788459725557,UP
SZ_iPSC_NPC,niclosamide,214998_at,INF,AAK1,22848,2.0761955803457299,UP
SZ_iPSC_NPC,Vorinostat,221599_at,INF,AAMDC,28971,9.0797457359164309,UP
SZ_iPSC_NPC,celastrol,221599_at,INF,AAMDC,28971,-2.2944227158299801,DOWN
SZ_iPSC_NPC,emetine,221599_at,INF,AAMDC,28971,3.5861046456886201,UP
SZ_iPSC_NPC,lycorine,221599_at,INF,AAMDC,28971,2.3890836263613,UP
SZ_iPSC_NPC,methylbenzethonium chloride,221599_at,INF,AAMDC,28971,-2.0335839348018099,DOWN
SZ_iPSC_NPC,niclosamide,221599_at,INF,AAMDC,28971,-2.3602269230511701,DOWN
SZ_iPSC_NPC,suloctidil,221599_at,INF,AAMDC,28971,3.5929116699821102,UP
SZ_iPSC_NPC,BMS-250904,201511_at,INF,AAMP,14,2.5404575749559699,UP
SZ_iPSC_NPC,Vorinostat,201511_at,INF,AAMP,14,2.05323119420814,UP
SZ_iPSC_NPC,suloctidil,201511_at,INF,AAMP,14,5.0897882494032096,UP
SZ_iPSC_NPC,BMS-250904,218089_at,INF,AAR2,25980,3.3190584193452399,UP
SZ_iPSC_NPC,emetine,218089_at,INF,AAR2,25980,2.67706105966279,UP
SZ_iPSC_NPC,lycorine,218089_at,INF,AAR2,25980,2.5066780730890001,UP
SZ_iPSC_NPC,suloctidil,218089_at,INF,AAR2,25980,3.5957883114321301,UP
SZ_iPSC_NPC,Vorinostat,201000_at,LM,AARS,16,-2.30591953023167,DOWN
SZ_iPSC_NPC,anisomycin,201000_at,LM,AARS,16,-4.2506541269122096,DOWN
SZ_iPSC_NPC,celastrol,201000_at,LM,AARS,16,3.9760386422024601,UP
SZ_iPSC_NPC,emetine,201000_at,LM,AARS,16,-5.2041112269440504,DOWN
SZ_iPSC_NPC,lycorine,201000_at,LM,AARS,16,-2.6057528013876698,DOWN
SZ_iPSC_NPC,methylbenzethonium chloride,201000_at,LM,AARS,16,7.3709550571684703,UP
SZ_iPSC_NPC,suloctidil,201000_at,LM,AARS,16,-2.34923352293479,DOWN
SZ_iPSC_NPC,Vorinostat,202170_s_at,INF,AASDHPPT,60496,-2.3763227153147599,DOWN
SZ_iPSC_NPC,anisomycin,202170_s_at,INF,AASDHPPT,60496,3.2193655626540298,UP
SZ_iPSC_NPC,cephaeline,202170_s_at,INF,AASDHPPT,60496,2.1906961342732298,UP
SZ_iPSC_NPC,emetine,202170_s_at,INF,AASDHPPT,60496,6.0257099549781996,UP
SZ_iPSC_NPC,lycorine,202170_s_at,INF,AASDHPPT,60496,3.5040566323196498,UP
SZ_iPSC_NPC,suloctidil,202170_s_at,INF,AASDHPPT,60496,-2.5671374710412098,DOWN
SZ_iPSC_NPC,emetine,210852_s_at,INF,AASS,10157,3.8091365823795398,UP
SZ_iPSC_NPC,suloctidil,210852_s_at,INF,AASS,10157,-3.39506694591228,DOWN
SZ_iPSC_NPC,anisomycin,209165_at,INF,AATF,26574,2.0862864457942401,UP
SZ_iPSC_NPC,cephaeline,209165_at,INF,AATF,26574,2.2236318529047199,UP
SZ_iPSC_NPC,emetine,209165_at,INF,AATF,26574,4.2253459317140702,UP
SZ_iPSC_NPC,lycorine,209165_at,INF,AATF,26574,3.0164600867212301,UP
SZ_iPSC_NPC,suloctidil,209165_at,INF,AATF,26574,-3.5072966865552502,DOWN
SZ_iPSC_NPC,PERCEPTIN,205986_at,INF,AATK,9625,2.2500071621037701,UP
SZ_iPSC_NPC,anisomycin,205986_at,INF,AATK,9625,-2.7932865187531899,DOWN
SZ_iPSC_NPC,emetine,205986_at,INF,AATK,9625,-2.5805696925392101,DOWN
SZ_iPSC_NPC,suloctidil,205986_at,INF,AATK,9625,5.7760744790095204,UP
SZ_iPSC_NPC,emetine,209460_at,INF,ABAT,18,2.2418344575622302,UP
SZ_iPSC_NPC,anisomycin,203505_at,INF,ABCA1,19,2.47480348058397,UP
SZ_iPSC_NPC,celastrol,203505_at,INF,ABCA1,19,2.73406452168541,UP
SZ_iPSC_NPC,emetine,203505_at,INF,ABCA1,19,5.9126412190375301,UP
SZ_iPSC_NPC,lycorine,203505_at,INF,ABCA1,19,2.53139738481772,UP
SZ_iPSC_NPC,suloctidil,203505_at,INF,ABCA1,19,-2.58604117214256,DOWN
SZ_iPSC_NPC,BMS-250904,220159_at,INF,ABCA11P,79963,-2.3029073935382298,DOWN
SZ_iPSC_NPC,Vorinostat,220159_at,INF,ABCA11P,79963,-2.1469093566099202,DOWN
SZ_iPSC_NPC,anisomycin,220159_at,INF,ABCA11P,79963,2.67232918481464,UP
SZ_iPSC_NPC,emetine,220159_at,INF,ABCA11P,79963,5.3672243413669598,UP
SZ_iPSC_NPC,suloctidil,220159_at,INF,ABCA11P,79963,-2.5125766888104701,DOWN
SZ_iPSC_NPC,Nimodipine,210100_s_at,INF,ABCA2,20,2.8421411231285099,UP
SZ_iPSC_NPC,suloctidil,210100_s_at,INF,ABCA2,20,4.9977533633960398,UP
SZ_iPSC_NPC,Vorinostat,204343_at,INF,ABCA3,21,2.2189666426065502,UP
SZ_iPSC_NPC,emetine,204343_at,INF,ABCA3,21,3.3548502083455598,UP
SZ_iPSC_NPC,BMS-250904,213353_at,INF,ABCA5,23461,-2.7723895823435201,DOWN
SZ_iPSC_NPC,Vorinostat,213353_at,INF,ABCA5,23461,-2.3667822141078898,DOWN
SZ_iPSC_NPC,celastrol,213353_at,INF,ABCA5,23461,2.60078209850405,UP
SZ_iPSC_NPC,emetine,213353_at,INF,ABCA5,23461,5.94466432081067,UP
SZ_iPSC_NPC,trimethadione,213353_at,INF,ABCA5,23461,-2.23359047391564,DOWN
SZ_iPSC_NPC,BMS-250904,219577_s_at,INF,ABCA7,10347,3.03178460668286,UP
SZ_iPSC_NPC,Vorinostat,219577_s_at,INF,ABCA7,10347,9.9161682255945003,UP
SZ_iPSC_NPC,hydroquinine,219577_s_at,INF,ABCA7,10347,-2.0632146982480601,DOWN
SZ_iPSC_NPC,suloctidil,219577_s_at,INF,ABCA7,10347,7.9938815960156697,UP
SZ_iPSC_NPC,Nimodipine,209993_at,INF,ABCB1,5243,2.72562109940421,UP
SZ_iPSC_NPC,celastrol,209993_at,INF,ABCB1,5243,7.0881336377300599,UP
SZ_iPSC_NPC,methylbenzethonium chloride,209993_at,INF,ABCB1,5243,2.2278961076007802,UP
SZ_iPSC_NPC,suloctidil,208288_at,INF,ABCB11,8647,-2.1779300622666402,DOWN
SZ_iPSC_NPC,Vorinostat,207819_s_at,INF,ABCB4,5244,-2.0512822923222598,DOWN
SZ_iPSC_NPC,budesonide,207819_s_at,INF,ABCB4,5244,2.41409760170948,UP
SZ_iPSC_NPC,celastrol,207819_s_at,INF,ABCB4,5244,3.9228287388768002,UP
SZ_iPSC_NPC,fendiline,207819_s_at,INF,ABCB4,5244,2.1326725812786198,UP
SZ_iPSC_NPC,flecainide,207819_s_at,INF,ABCB4,5244,2.14006999414927,UP
SZ_iPSC_NPC,lycorine,207819_s_at,INF,ABCB4,5244,2.4796496036796598,UP
SZ_iPSC_NPC,celastrol,203192_at,LM,ABCB6,10058,2.8294763956088298,UP
SZ_iPSC_NPC,emetine,203192_at,LM,ABCB6,10058,3.4100789216321599,UP
SZ_iPSC_NPC,suloctidil,203192_at,LM,ABCB6,10058,6.2993203631905503,UP
SZ_iPSC_NPC,ESTRIOL,209620_s_at,INF,ABCB7,22,2.4247549190773401,UP
SZ_iPSC_NPC,Nimodipine,209620_s_at,INF,ABCB7,22,2.3954015398831401,UP
SZ_iPSC_NPC,Vorinostat,209620_s_at,INF,ABCB7,22,-3.6552780607330901,DOWN
SZ_iPSC_NPC,celastrol,209620_s_at,INF,ABCB7,22,-2.62943011310939,DOWN
SZ_iPSC_NPC,emetine,209620_s_at,INF,ABCB7,22,2.8078970156818102,UP
SZ_iPSC_NPC,suloctidil,209620_s_at,INF,ABCB7,22,-3.3599221964549901,DOWN
SZ_iPSC_NPC,Nimodipine,206317_s_at,INF,ABCB8,11194,2.3760844565977601,UP
SZ_iPSC_NPC,budesonide,206317_s_at,INF,ABCB8,11194,2.2544638077104899,UP
SZ_iPSC_NPC,suloctidil,206317_s_at,INF,ABCB8,11194,5.6432013252997804,UP
SZ_iPSC_NPC,emetine,207321_s_at,INF,ABCB9,23457,2.8069251401198798,UP
SZ_iPSC_NPC,suloctidil,207321_s_at,INF,ABCB9,23457,-2.3671442558505298,DOWN
SZ_iPSC_NPC,BMS-250904,202804_at,INF,ABCC1,4363,2.7840259625161901,UP
SZ_iPSC_NPC,emetine,202804_at,INF,ABCC1,4363,-2.5844955143972701,DOWN
SZ_iPSC_NPC,suloctidil,202804_at,INF,ABCC1,4363,2.1300222679703,UP
SZ_iPSC_NPC,celastrol,215873_x_at,INF,ABCC10,89845,-4.0981323925395001,DOWN
SZ_iPSC_NPC,hydroquinine,215873_x_at,INF,ABCC10,89845,-2.4293960314263501,DOWN
SZ_iPSC_NPC,lycorine,215873_x_at,INF,ABCC10,89845,-4.2095964799323502,DOWN
SZ_iPSC_NPC,suloctidil,215873_x_at,INF,ABCC10,89845,9.4053989238124593,UP
SZ_iPSC_NPC,celastrol,206155_at,INF,ABCC2,1244,3.4537866755314202,UP
SZ_iPSC_NPC,hydroquinine,206155_at,INF,ABCC2,1244,2.23187835784542,UP
SZ_iPSC_NPC,celastrol,209641_s_at,INF,ABCC3,8714,2.30523832891505,UP
SZ_iPSC_NPC,Vorinostat,203196_at,INF,ABCC4,10257,-2.9792177408941201,DOWN
SZ_iPSC_NPC,suloctidil,203196_at,INF,ABCC4,10257,-2.6366071777619902,DOWN
SZ_iPSC_NPC,emetine,209380_s_at,LM,ABCC5,10057,-4.3328952160733296,DOWN
SZ_iPSC_NPC,lycorine,209380_s_at,LM,ABCC5,10057,-2.10493205214066,DOWN
SZ_iPSC_NPC,ESTRIOL,208480_s_at,INF,ABCC6,368,2.0188393785782499,UP
SZ_iPSC_NPC,Vorinostat,208561_at,INF,ABCC9,10060,-3.7385263861854701,DOWN
SZ_iPSC_NPC,anisomycin,208561_at,INF,ABCC9,10060,3.6217532885746699,UP
SZ_iPSC_NPC,emetine,208561_at,INF,ABCC9,10060,7.28927681578429,UP
SZ_iPSC_NPC,lycorine,208561_at,INF,ABCC9,10060,3.19214272727196,UP
SZ_iPSC_NPC,suloctidil,205142_x_at,INF,ABCD1,215,5.91804650852173,UP
SZ_iPSC_NPC,BAS-012416453,207583_at,INF,ABCD2,225,2.02142620369438,UP
SZ_iPSC_NPC,Vorinostat,207583_at,INF,ABCD2,225,-3.1463463077797802,DOWN
SZ_iPSC_NPC,fendiline,207583_at,INF,ABCD2,225,2.2094589924793202,UP
SZ_iPSC_NPC,Vorinostat,202850_at,INF,ABCD3,5825,4.1839429465487301,UP
SZ_iPSC_NPC,anisomycin,202850_at,INF,ABCD3,5825,-3.6667240620494401,DOWN
SZ_iPSC_NPC,celastrol,202850_at,INF,ABCD3,5825,-2.0140086092886702,DOWN
SZ_iPSC_NPC,emetine,202850_at,INF,ABCD3,5825,-3.0341067086001501,DOWN
SZ_iPSC_NPC,suloctidil,202850_at,INF,ABCD3,5825,-3.74711832369317,DOWN
SZ_iPSC_NPC,anisomycin,203981_s_at,INF,ABCD4,5826,3.26011264399318,UP
SZ_iPSC_NPC,emetine,203981_s_at,INF,ABCD4,5826,3.1893205496319199,UP
SZ_iPSC_NPC,BMS-250904,201873_s_at,INF,ABCE1,6059,2.1780588388592999,UP
SZ_iPSC_NPC,Vorinostat,201873_s_at,INF,ABCE1,6059,-3.9996781885156101,DOWN
SZ_iPSC_NPC,anisomycin,201873_s_at,INF,ABCE1,6059,2.3819853848182602,UP
SZ_iPSC_NPC,celastrol,201873_s_at,INF,ABCE1,6059,-5.8489746781069698,DOWN
SZ_iPSC_NPC,cephaeline,201873_s_at,INF,ABCE1,6059,2.8550300835098699,UP
SZ_iPSC_NPC,emetine,201873_s_at,INF,ABCE1,6059,3.3313934838884798,UP
SZ_iPSC_NPC,hydroquinine,201873_s_at,INF,ABCE1,6059,3.3991909052962002,UP
SZ_iPSC_NPC,lycorine,201873_s_at,INF,ABCE1,6059,4.8675703893698303,UP
SZ_iPSC_NPC,niclosamide,201873_s_at,INF,ABCE1,6059,-2.3444230877093402,DOWN
SZ_iPSC_NPC,suloctidil,201873_s_at,INF,ABCE1,6059,-3.9741940700066398,DOWN
SZ_iPSC_NPC,BMS-250904,209247_s_at,INF,ABCF2,10061,2.3264226943348199,UP
SZ_iPSC_NPC,emetine,209247_s_at,INF,ABCF2,10061,-2.6228872113215198,DOWN
SZ_iPSC_NPC,hydroquinine,209247_s_at,INF,ABCF2,10061,2.32218043625421,UP
SZ_iPSC_NPC,suloctidil,209247_s_at,INF,ABCF2,10061,3.49608400560667,UP
SZ_iPSC_NPC,anisomycin,202394_s_at,LM,ABCF3,55324,2.1014350233651098,UP
SZ_iPSC_NPC,emetine,202394_s_at,LM,ABCF3,55324,3.6980619193331599,UP
SZ_iPSC_NPC,suloctidil,202394_s_at,LM,ABCF3,55324,2.6060442177122201,UP
SZ_iPSC_NPC,BMS-250904,211113_s_at,INF,ABCG1,9619,-2.1353317549469399,DOWN
SZ_iPSC_NPC,celastrol,211113_s_at,INF,ABCG1,9619,3.8493845019072901,UP
SZ_iPSC_NPC,suloctidil,211113_s_at,INF,ABCG1,9619,-5.0176958291857101,DOWN
SZ_iPSC_NPC,Vorinostat,209735_at,INF,ABCG2,9429,2.6713794122554102,UP
SZ_iPSC_NPC,Vorinostat,207593_at,INF,ABCG4,64137,2.1779156887337598,UP
SZ_iPSC_NPC,Vorinostat,218633_x_at,INF,ABHD10,55347,5.5290772446948999,UP
SZ_iPSC_NPC,celastrol,218633_x_at,INF,ABHD10,55347,-3.31924356161058,DOWN
SZ_iPSC_NPC,hydroquinine,218633_x_at,INF,ABHD10,55347,-2.6612401882258201,DOWN
SZ_iPSC_NPC,celastrol,221927_s_at,INF,ABHD11,83451,-2.8033035566275899,DOWN
SZ_iPSC_NPC,emetine,221927_s_at,INF,ABHD11,83451,-2.0327992976656102,DOWN
SZ_iPSC_NPC,suloctidil,221927_s_at,INF,ABHD11,83451,2.5649807555906601,UP
SZ_iPSC_NPC,Vorinostat,210006_at,INF,ABHD14A,25864,-6.2072708263117899,DOWN
SZ_iPSC_NPC,emetine,210006_at,INF,ABHD14A,25864,2.8462930258428498,UP
SZ_iPSC_NPC,suloctidil,210006_at,INF,ABHD14A,25864,7.0426688215595696,UP
SZ_iPSC_NPC,emetine,221267_s_at,INF,ABHD17A,81926,-2.6840959077808799,DOWN
SZ_iPSC_NPC,suloctidil,221267_s_at,INF,ABHD17A,81926,3.9448020146848299,UP
SZ_iPSC_NPC,anisomycin,220285_at,INF,ABHD17B,51104,-2.1608565279482601,DOWN
SZ_iPSC_NPC,suloctidil,220285_at,INF,ABHD17B,51104,-3.0621225950514201,DOWN
SZ_iPSC_NPC,trimethadione,220285_at,INF,ABHD17B,51104,2.1148742987536,UP
SZ_iPSC_NPC,celastrol,87100_at,INF,ABHD2,11057,2.2510259805314798,UP
SZ_iPSC_NPC,emetine,87100_at,INF,ABHD2,11057,-2.0281300574330698,DOWN
SZ_iPSC_NPC,suloctidil,87100_at,INF,ABHD2,11057,-4.2552876369480499,DOWN
SZ_iPSC_NPC,Vorinostat,213017_at,INF,ABHD3,171586,4.7589747852352602,UP
SZ_iPSC_NPC,anisomycin,213017_at,INF,ABHD3,171586,-2.4189110493466801,DOWN
SZ_iPSC_NPC,celastrol,213017_at,INF,ABHD3,171586,4.1868970702761201,UP
SZ_iPSC_NPC,emetine,213017_at,INF,ABHD3,171586,-4.6969241087450904,DOWN
SZ_iPSC_NPC,lycorine,213017_at,INF,ABHD3,171586,-3.3118045492519501,DOWN
SZ_iPSC_NPC,suloctidil,213017_at,INF,ABHD3,171586,4.79595291918237,UP
SZ_iPSC_NPC,Vorinostat,218581_at,LM,ABHD4,63874,2.6003212394948498,UP
SZ_iPSC_NPC,celastrol,218581_at,LM,ABHD4,63874,3.0012148685373599,UP
SZ_iPSC_NPC,suloctidil,218581_at,LM,ABHD4,63874,7.0845648035842599,UP
SZ_iPSC_NPC,emetine,213935_at,INF,ABHD5,51099,2.418879587358,UP
SZ_iPSC_NPC,BMS-250904,221679_s_at,INF,ABHD6,57406,-2.30812119407712,DOWN
SZ_iPSC_NPC,Vorinostat,221679_s_at,INF,ABHD6,57406,3.6696864587601201,UP
SZ_iPSC_NPC,Vorinostat,219101_x_at,INF,ABHD8,79575,2.0755845303339302,UP
SZ_iPSC_NPC,suloctidil,219101_x_at,INF,ABHD8,79575,4.6806441483336396,UP
SZ_iPSC_NPC,Vorinostat,209028_s_at,INF,ABI1,10006,2.6906298848349901,UP
SZ_iPSC_NPC,anisomycin,209028_s_at,INF,ABI1,10006,3.4076253104569498,UP
SZ_iPSC_NPC,celastrol,209028_s_at,INF,ABI1,10006,2.3548897342322599,UP
SZ_iPSC_NPC,emetine,209028_s_at,INF,ABI1,10006,6.1619048552598903,UP
SZ_iPSC_NPC,lycorine,209028_s_at,INF,ABI1,10006,2.0404227532651702,UP
SZ_iPSC_NPC,methylbenzethonium chloride,209028_s_at,INF,ABI1,10006,3.7943338571016199,UP
SZ_iPSC_NPC,niclosamide,209028_s_at,INF,ABI1,10006,2.9101819789244399,UP
SZ_iPSC_NPC,suloctidil,209028_s_at,INF,ABI1,10006,-4.2045354413980398,DOWN
SZ_iPSC_NPC,celastrol,209856_x_at,INF,ABI2,10152,2.2162767941450698,UP
SZ_iPSC_NPC,emetine,209856_x_at,INF,ABI2,10152,3.25536027671285,UP
SZ_iPSC_NPC,suloctidil,209856_x_at,INF,ABI2,10152,-3.15793116270051,DOWN
SZ_iPSC_NPC,BMS-250904,206411_s_at,INF,ABL2,27,3.4481202231802701,UP
SZ_iPSC_NPC,anisomycin,206411_s_at,INF,ABL2,27,2.0724189908587101,UP
SZ_iPSC_NPC,celastrol,206411_s_at,INF,ABL2,27,5.2366236658220799,UP
SZ_iPSC_NPC,fendiline,206411_s_at,INF,ABL2,27,2.4635538069024201,UP
SZ_iPSC_NPC,hydroquinine,206411_s_at,INF,ABL2,27,2.8418663112873901,UP
SZ_iPSC_NPC,methylbenzethonium chloride,206411_s_at,INF,ABL2,27,3.2528460665796399,UP
SZ_iPSC_NPC,niclosamide,206411_s_at,INF,ABL2,27,2.3474573513603398,UP
SZ_iPSC_NPC,suloctidil,206411_s_at,INF,ABL2,27,5.1574750901065398,UP
SZ_iPSC_NPC,Vorinostat,210461_s_at,INF,ABLIM1,3983,4.5008293680278397,UP
SZ_iPSC_NPC,celastrol,210461_s_at,INF,ABLIM1,3983,2.2370180970989901,UP
SZ_iPSC_NPC,emetine,210461_s_at,INF,ABLIM1,3983,4.4456295868959499,UP
SZ_iPSC_NPC,suloctidil,210461_s_at,INF,ABLIM1,3983,-4.9233304577711099,DOWN
SZ_iPSC_NPC,emetine,205730_s_at,INF,ABLIM3,22885,-3.70461507591919,DOWN
SZ_iPSC_NPC,BAS-012416453,216716_at,INF,ABO,28,2.11768104211755,UP
SZ_iPSC_NPC,anisomycin,212895_s_at,INF,ABR,29,-2.3586548872155801,DOWN
SZ_iPSC_NPC,celastrol,212895_s_at,INF,ABR,29,-2.7876112034873701,DOWN
SZ_iPSC_NPC,emetine,212895_s_at,INF,ABR,29,-2.5210084033613498,DOWN
SZ_iPSC_NPC,lycorine,212895_s_at,INF,ABR,29,-3.3070313510078999,DOWN
SZ_iPSC_NPC,suloctidil,212895_s_at,INF,ABR,29,2.6486613379755002,UP
SZ_iPSC_NPC,celastrol,218405_at,INF,ABT1,29777,-2.9939155958283901,DOWN
SZ_iPSC_NPC,lycorine,218405_at,INF,ABT1,29777,2.7474845563881498,UP
SZ_iPSC_NPC,suloctidil,218405_at,INF,ABT1,29777,3.6170025129607,UP
SZ_iPSC_NPC,anisomycin,213497_at,INF,ABTB2,25841,2.10531652041771,UP
SZ_iPSC_NPC,celastrol,213497_at,INF,ABTB2,25841,4.3052455102745997,UP
SZ_iPSC_NPC,trimethadione,213497_at,INF,ABTB2,25841,-2.1537991171862299,DOWN
SZ_iPSC_NPC,Vorinostat,202003_s_at,INF,ACAA2,10449,-3.3231044863977499,DOWN
SZ_iPSC_NPC,anisomycin,202003_s_at,INF,ACAA2,10449,-2.5530482086096402,DOWN
SZ_iPSC_NPC,hydroquinine,202003_s_at,INF,ACAA2,10449,-2.4723104946925298,DOWN
SZ_iPSC_NPC,suloctidil,202003_s_at,INF,ACAA2,10449,3.3393905248596401,UP
SZ_iPSC_NPC,Nimodipine,212186_at,INF,ACACA,31,-2.04729903960969,DOWN
SZ_iPSC_NPC,celastrol,212186_at,INF,ACACA,31,-2.7305444661764899,DOWN
SZ_iPSC_NPC,suloctidil,212186_at,INF,ACACA,31,-5.3133268155145101,DOWN
SZ_iPSC_NPC,suloctidil,219986_s_at,INF,ACAD10,80724,2.4026843683453101,UP
SZ_iPSC_NPC,celastrol,221669_s_at,INF,ACAD8,27034,-4.2039743971287704,DOWN
SZ_iPSC_NPC,emetine,221669_s_at,INF,ACAD8,27034,3.0295078534164799,UP
SZ_iPSC_NPC,methylbenzethonium chloride,221669_s_at,INF,ACAD8,27034,-2.04773311715102,DOWN
SZ_iPSC_NPC,suloctidil,221669_s_at,INF,ACAD8,27034,2.3511588161527599,UP
SZ_iPSC_NPC,suloctidil,206068_s_at,INF,ACADL,33,2.2089255024696701,UP
SZ_iPSC_NPC,Nimodipine,202502_at,INF,ACADM,34,2.5679077562874002,UP
SZ_iPSC_NPC,celastrol,202502_at,INF,ACADM,34,-4.2512388282563904,DOWN
SZ_iPSC_NPC,suloctidil,202502_at,INF,ACADM,34,2.0942639312712501,UP
SZ_iPSC_NPC,suloctidil,202366_at,INF,ACADS,35,4.0988646409934297,UP
SZ_iPSC_NPC,BMS-250904,205355_at,INF,ACADSB,36,-2.3869891483257901,DOWN
SZ_iPSC_NPC,anisomycin,205355_at,INF,ACADSB,36,2.46288343875925,UP
SZ_iPSC_NPC,emetine,205355_at,INF,ACADSB,36,3.4338104199619002,UP
SZ_iPSC_NPC,lycorine,205355_at,INF,ACADSB,36,3.1424549544412499,UP
SZ_iPSC_NPC,suloctidil,205355_at,INF,ACADSB,36,-2.1058956533882198,DOWN
SZ_iPSC_NPC,trimethadione,205355_at,INF,ACADSB,36,-2.0172418575438802,DOWN
SZ_iPSC_NPC,Vorinostat,200710_at,INF,ACADVL,37,2.09529150513097,UP
SZ_iPSC_NPC,suloctidil,200710_at,INF,ACADVL,37,7.4405390098879902,UP
SZ_iPSC_NPC,celastrol,205679_x_at,INF,ACAN,176,5.1086297820722697,UP
SZ_iPSC_NPC,emetine,205679_x_at,INF,ACAN,176,-3.3760497115614498,DOWN
SZ_iPSC_NPC,lycorine,205679_x_at,INF,ACAN,176,-2.5199691424188901,DOWN
SZ_iPSC_NPC,methylbenzethonium chloride,205679_x_at,INF,ACAN,176,2.45104882229057,UP
SZ_iPSC_NPC,Vorinostat,205212_s_at,INF,ACAP1,9744,3.1746749495761502,UP
SZ_iPSC_NPC,suloctidil,205212_s_at,INF,ACAP1,9744,5.3697908153859499,UP
SZ_iPSC_NPC,BMS-250904,212477_at,INF,ACAP2,23527,2.16755587407697,UP
SZ_iPSC_NPC,niclosamide,212477_at,INF,ACAP2,23527,2.40108716063681,UP
SZ_iPSC_NPC,BMS-250904,205412_at,INF,ACAT1,38,-2.5575535860980598,DOWN
SZ_iPSC_NPC,Prestwick-675,209608_s_at,LM,ACAT2,39,-2.3336175830104899,DOWN
SZ_iPSC_NPC,Vorinostat,209608_s_at,LM,ACAT2,39,-7.54963231318954,DOWN
SZ_iPSC_NPC,anisomycin,209608_s_at,LM,ACAT2,39,-5.2097286389406001,DOWN
SZ_iPSC_NPC,budesonide,209608_s_at,LM,ACAT2,39,2.4012276136922202,UP
SZ_iPSC_NPC,celastrol,209608_s_at,LM,ACAT2,39,-5.6585520477154096,DOWN
SZ_iPSC_NPC,emetine,209608_s_at,LM,ACAT2,39,-5.5315524256284698,DOWN
SZ_iPSC_NPC,fendiline,209608_s_at,LM,ACAT2,39,2.6037705699238001,UP
SZ_iPSC_NPC,hydroquinine,209608_s_at,LM,ACAT2,39,-2.6950047451016701,DOWN
SZ_iPSC_NPC,lycorine,209608_s_at,LM,ACAT2,39,-4.5344835094746596,DOWN
SZ_iPSC_NPC,mebendazole,209608_s_at,LM,ACAT2,39,-2.1877055110135899,DOWN
SZ_iPSC_NPC,methylbenzethonium chloride,209608_s_at,LM,ACAT2,39,2.6037705699238001,UP
SZ_iPSC_NPC,sulconazole,209608_s_at,LM,ACAT2,39,3.3545619003598599,UP
SZ_iPSC_NPC,suloctidil,209608_s_at,LM,ACAT2,39,-6.9439929511675196,DOWN
SZ_iPSC_NPC,tyloxapol,209608_s_at,LM,ACAT2,39,-2.1516077261404001,DOWN
SZ_iPSC_NPC,Vorinostat,202324_s_at,LM,ACBD3,64746,4.2839720733828504,UP
SZ_iPSC_NPC,anisomycin,202324_s_at,LM,ACBD3,64746,7.9807327947347302,UP
SZ_iPSC_NPC,celastrol,202324_s_at,LM,ACBD3,64746,3.0260867210867199,UP
SZ_iPSC_NPC,cephaeline,202324_s_at,LM,ACBD3,64746,2.0734241676290801,UP
SZ_iPSC_NPC,emetine,202324_s_at,LM,ACBD3,64746,14.0233845434902,UP
SZ_iPSC_NPC,hydroquinine,202324_s_at,LM,ACBD3,64746,3.0382851470844101,UP
